intersection_x,intersection_y,lane1_x,lane1_y,lane2_x,lane2_y,lane3_x,lane3_y,lane4_x,lane4_y,lane5_x,lane5_y,lane6_x,lane6_y,lane7_x,lane7_y,lane8_x,lane8_y,lane9_x,lane9_y,lane10_x,lane10_y,lane11_x,lane11_y,lane12_x,lane12_y,lane13_x,lane13_y,lane14_x,lane14_y,lane15_x,lane15_y,lane16_x,lane16_y,lane17_x,lane17_y,lane18_x,lane18_y,lane19_x,lane19_y,lane20_x,lane20_y,lane21_x,lane21_y,lane22_x,lane22_y,lane23_x,lane23_y,lane24_x,lane24_y,lane25_x,lane25_y,lane26_x,lane26_y,lane27_x,lane27_y,lane28_x,lane28_y,lane29_x,lane29_y,lane30_x,lane30_y,lane31_x,lane31_y,lane32_x,lane32_y,lane33_x,lane33_y,lane34_x,lane34_y,lane35_x,lane35_y
1986,1715,1857,1716,1856,1716,1406,1430,1471,1330,1470,1233,1470,1135,1470,1029,1736,656,1858,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1715,1987,1717,1856,1977,1471,1331,1092,1331,1093,1235,1094,1136,1097,1029,1857,655,1856,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,1681,1986,1971,1736,1981,1092,1332,1093,1236,1094,1137,1097,1030,1099,932,1855,402,1999,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,1666,1857,1974,1736,1717,1092,1432,1470,1234,1470,1136,1470,1030,1458,932,1738,403,1999,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
